# setname	status	fps_no_present	driver_file	drc	fallback	title
batman	OK	33.2	atari/batman.cpp	-	mame4all	Batman
bucky	OK	33.2	konami/moo.cpp	-	-	Bucky O'Hare (ver EAB)
cerberus	OK	33.2	cinematronics/leland.cpp	-	mame4all	Cerberus
cischeat	OK	33.2	jaleco/cischeat.cpp	-	mame4all	Cisco Heat
recalh	OK	33.2	taito/taito_f3.cpp	-	-	Recalhorn (Ver 1.42J 1994/5/11, prototype)
dragrace	OK	33.1	atari/dragrace.cpp	-	-	Drag Race
lastday	OK	33.1	dooyong/dooyong.cpp	-	-	The Last Day (set 1)
bygone	OK	33.0	taito/lkage.cpp	-	mame4all	Bygone (prototype)
dambustr	OK	32.9	galaxian/dambustr.cpp	-	-	Dambusters (US, set 1)
ddboy	OK	32.8	konami/konmedal.cpp	-	-	Dam Dam Boy (on dedicated PCB)
exctsccr	OK	32.8	alpha/champbas.cpp	-	mame4all	Exciting Soccer
fruitstb	OK	32.8	misc/mpu12wbk.cpp	-	-	Fruit Star Bonus (Ver 8.2.00ITL)
cchasm	OK	32.7	cinematronics/cchasm.cpp	-	mame4all	Cosmic Chasm (set 1)
vandyke	OK	32.7	nmk/nmk16.cpp	-	mame4all	Vandyke (Japan)
maxideal	OK	32.6	misc/kingpin.cpp	-	-	Maxi-Dealer
capbowl	OK	32.5	itech/capbowl.cpp	-	mame4all	Capcom Bowling (set 1)
polynetw	OK	32.5	konami/plygonet.cpp	-	-	Poly-Net Warriors (ver JAA)
rachero	OK	32.5	sega/segaxbd.cpp	-	-	Racing Hero (FD1094 317-0144)
wldgunsb	OK	32.4	nintendo/snesb.cpp	-	-	Wild Guns (SNES bootleg)
hardhea2	OK	32.3	suna/suna8.cpp	-	mame4all	Hard Head 2 (v2.0, Music Program v2.4)
marblmd2	OK	32.3	atari/marblmd2.cpp	-	-	Marble Madness II (prototype)
valtric	OK	32.3	jaleco/argus.cpp	-	mame4all	Valtric
eprom	OK	32.2	atari/eprom.cpp	-	mame4all	Escape from the Planet of the Robot Monsters (set 1)
asuka	OK	32.1	taito/asuka.cpp	-	-	Asuka & Asuka (World)
blockout	OK	32.1	technos/blockout.cpp	-	mame4all	Block Out (set 1)
funkyjet	OK	32.1	dataeast/funkyjet.cpp	-	-	Funky Jet (World, rev 1)
masterw	OK	32.1	taito/taito_b.cpp	-	mame4all	Master of Weapon (World)
pbobble	OK	32.1	taito/taito_b.cpp	-	mame4all	Puzzle Bobble (Japan, B-System)
kbash	OK	32.0	toaplan/kbash.cpp	-	mame4all	Knuckle Bash
kingpin	OK	32.0	misc/kingpin.cpp	-	-	Kingpin
wondl96	OK	32.0	dataeast/tumbleb.cpp	-	-	Wonder League '96 (Korea)
dogyuun	OK	31.9	toaplan/dogyuun.cpp	-	mame4all	Dogyuun
stunrun	OK	31.9	atari/harddriv.cpp	-	-	S.T.U.N. Runner (rev 6)
buggychl	OK	31.7	taito/buggychl.cpp	-	-	Buggy Challenge
chasehq	OK	31.7	taito/taito_z.cpp	-	-	Chase H.Q. (World)
lastduel	OK	31.7	capcom/lastduel.cpp	-	mame4all	Last Duel (US New Ver.)
enduror	OK	31.6	sega/segahang.cpp	-	mame4all	Enduro Racer (Rev A, YM2151, FD1089B 317-0013A)
gfire2	OK	31.5	misc/mosaic.cpp	-	-	Golden Fire II
wlstar	OK	31.5	dataeast/tumbleb.cpp	-	-	Wonder League Star - Sok-Magicball Fighting (Korea)
miniboy7	OK	31.4	misc/miniboy7.cpp	-	-	Mini-Boy 7 (set 1)
ffight3b	OK	31.3	nintendo/snesb.cpp	-	-	Final Fight 3 (SNES bootleg, set 1)
irobot	OK	31.3	atari/irobot.cpp	-	mame4all	I, Robot
vmetal	OK	31.3	metro/metro.cpp	-	-	Varia Metal
shangha2	OK	31.1	sunelectronics/shanghai.cpp	-	mame4all	Shanghai II (Japan, set 1)
tunhunt	OK	31.1	atari/tunhunt.cpp	-	-	Tunnel Hunt
aztarac	OK	31.0	alliedleisure/aztarac.cpp	-	mame4all	Aztarac
bioship	OK	31.0	nmk/nmk16.cpp	-	mame4all	Bio-ship Paladin
gekisou	OK	31.0	alpha/equites.cpp	-	-	Gekisou (Japan)
spcforce	OK	31.0	misc/spcforce.cpp	-	mame4all	Space Force (set 1)
kinstb	OK	30.9	nintendo/snesb.cpp	-	-	Killer Instinct (SNES bootleg)
mf_flip	OK	30.9	atari/maxaflex.cpp	-	-	Flip & Flop (Max-A-Flex)
eaglshot	OK	30.8	seta/ssv.cpp	-	-	Eagle Shot Golf (US)
f1gpstr2	OK	30.8	jaleco/cischeat.cpp	-	mame4all	F-1 Grand Prix Star II
bigevglf	OK	30.7	taito/bigevglf.cpp	-	-	Big Event Golf (US)
dbz2	OK	30.7	konami/dbz.cpp	-	-	Dragon Ball Z 2 - Super Battle
iron	OK	30.7	nintendo/snesb.cpp	-	-	Iron (SNES bootleg)
kouyakyu	OK	30.7	alpha/equites.cpp	-	-	The Koukou Yakyuu
vindictr	OK	30.7	atari/vindictr.cpp	-	mame4all	Vindicators (rev 5)
beezer	OK	30.5	misc/beezer.cpp	-	-	Beezer (version 9.0)
nightstr	OK	30.5	taito/taito_z.cpp	-	-	Night Striker (World)
strahl	OK	30.5	nmk/nmk16.cpp	-	mame4all	Koutetsu Yousai Strahl (World)
tubep	OK	30.5	nichibutsu/tubep.cpp	-	-	Tube Panic
happyskl	OK	30.4	igs/igs017.cpp	-	-	Happy Skill (Italy, V611IT)
mayjisn2	OK	30.4	seta/simple_st0016.cpp	-	-	Mayjinsen 2
rjammer	OK	30.3	nichibutsu/tubep.cpp	-	-	Roller Jammer
abcop	OK	30.2	sega/segaxbd.cpp	-	-	A.B. Cop (World) (FD1094 317-0169b)
bullfgtr	OK	30.2	alpha/equites.cpp	-	-	Bull Fighter
mf_brist	OK	30.2	atari/maxaflex.cpp	-	-	Bristles (Max-A-Flex)
looping	OK	30.1	videogames/looping.cpp	-	-	Looping (Europe)
scion	OK	30.1	seibu/wiz.cpp	-	mame4all	Scion
skybump	OK	30.1	videogames/looping.cpp	-	-	Sky Bumper
dynagear	OK	29.9	seta/ssv.cpp	-	-	Dyna Gear
mf_bdash	OK	29.8	atari/maxaflex.cpp	-	-	Boulder Dash (Max-A-Flex)
nratechu	OK	29.8	seta/simple_st0016.cpp	-	-	Neratte Chu (ver. 1.10)
pitfight	OK	29.8	atari/atarig1.cpp	-	mame4all	Pit Fighter (rev 9)
htchctch	OK	29.7	dataeast/tumbleb.cpp	-	-	Hatch Catch
stadhero	OK	29.7	dataeast/stadhero.cpp	-	mame4all	Stadium Hero (Japan)
venom	OK	29.7	nintendo/snesb.cpp	-	-	Venom & Spider-Man - Separation Anxiety (SNES bootleg)
batsugun	OK	29.6	toaplan/batsugun.cpp	-	mame4all	Batsugun
endless	OK	29.6	nintendo/snesb.cpp	-	-	Gundam Wing: Endless Duel (SNES bootleg, set 1)
loderndf	OK	29.6	psikyo/psikyo4.cpp	sh	-	Lode Runner - The Dig Fight (ver. B)
sci	OK	29.6	taito/taito_z.cpp	-	-	Special Criminal Investigation (World set 1)
gaiapols	OK	29.5	konami/mystwarr.cpp	-	-	Gaiapolis (ver EAF)
sfkick	OK	29.5	msx/sfkick.cpp	-	-	Super Free Kick (set 1)
sparkman	OK	29.5	suna/suna8.cpp	-	mame4all	Spark Man (v2.0, set 1)
720	OK	29.4	atari/atarisy2.cpp	-	mame4all	720 Degrees (rev 4)
dokyusei	OK	29.3	metro/metro.cpp	-	-	Mahjong Doukyuusei (Japan)
vbowl	OK	29.3	igs/igs011.cpp	-	-	Virtua Bowling (World, V101XCM)
apb	OK	29.2	atari/atarisy2.cpp	-	mame4all	APB - All Points Bulletin (rev 7)
cybertnk	OK	29.2	misc/cybertnk.cpp	-	-	Cyber Tank (v1.4)
equites	OK	29.1	alpha/equites.cpp	-	-	Equites
legendsb	OK	29.1	nintendo/snesb.cpp	-	-	Legend (SNES bootleg)
mf_achas	OK	29.1	atari/maxaflex.cpp	-	-	Astro Chase (Max-A-Flex)
othldrby	OK	29.1	toaplan/sunwise.cpp	-	-	Othello Derby (Japan)
shanghai	OK	29.1	sunelectronics/shanghai.cpp	-	mame4all	Shanghai (World)
spiders	OK	29.1	sigma/spiders.cpp	-	mame4all	Spiders (set 1)
bigrun	OK	29.0	jaleco/cischeat.cpp	-	mame4all	Big Run (11th Rallye version, Europe?)
polepos2	OK	29.0	namco/polepos.cpp	-	mame4all	Pole Position II (Japan)
spy	OK	29.0	konami/spy.cpp	-	mame4all	S.P.Y.: Special Project Y. (World ver. N)
dowild	OK	28.9	universal/docastle.cpp	-	mame4all	Mr. Do's Wild Ride
sblast2b	OK	28.9	nintendo/snesb.cpp	-	-	Sonic Blast Man II Special Turbo (SNES bootleg)
telpacfl	OK	28.9	seta/seta2.cpp	-	-	TelePachi Fever Lion (V1.0)
jjack	OK	28.8	universal/docastle.cpp	-	mame4all	Jumping Jack
dblplay	OK	28.7	cinematronics/leland.cpp	-	mame4all	Super Baseball Double Play Home Run Derby
intcup94	OK	28.7	taito/taito_f3.cpp	-	-	International Cup '94 (Ver 2.2O 1994/05/26)
polepos	OK	28.7	namco/polepos.cpp	-	mame4all	Pole Position (World)
radr	OK	28.7	sega/segas32.cpp	-	-	Rad Rally (World)
spcpostn	OK	28.7	sega/angelkds.cpp	-	-	Space Position (Japan)
mosaic	OK	28.6	misc/mosaic.cpp	-	-	Mosaic
wecleman	OK	28.6	konami/wecleman.cpp	-	mame4all	WEC Le Mans 24 (v2.01)
chsuper3	OK	28.5	misc/chsuper.cpp	-	-	Champion Super 3 (V0.35)
docastle	OK	28.5	universal/docastle.cpp	-	mame4all	Mr. Do's Castle (set 1)
hoops96	OK	28.5	dataeast/deco_mlc.cpp	sh	-	Hoops '96 (Europe/Asia 2.0)
basebal2	OK	28.4	cinematronics/leland.cpp	-	mame4all	Baseball: The Season II
targeth	OK	28.4	gaelco/targeth.cpp	-	-	Target Hits (ver 1.1, checksum 5152)
luckybal	OK	28.3	misc/luckybal.cpp	-	-	Lucky Ball 96 (Ver 4.01)
racingb	OK	28.3	taito/taito_z.cpp	-	-	Racing Beat (World)
burgkids	OK	28.2	toaplan/sunwise.cpp	-	-	Burger Kids (Japan)
deroon	OK	28.2	tecmo/tecmosys.cpp	-	-	Deroon DeroDero (earlier, set 1)
pwrkick	OK	28.2	toaplan/sunwise.cpp	-	-	Power Kick (Japan)
skyraid	OK	28.2	atari/skyraid.cpp	-	-	Sky Raider
upyoural	OK	28.2	cinematronics/leland.cpp	-	mame4all	Up Your Alley
fixeight	OK	28.1	toaplan/fixeight.cpp	-	-	FixEight (Europe)
sparkz	OK	28.1	atari/arcadecl.cpp	-	mame4all	Sparkz (prototype)
stinger	OK	28.1	seibu/wiz.cpp	-	mame4all	Stinger
cupfinal	OK	28.0	taito/taito_f3.cpp	-	-	Taito Cup Finals (Ver 1.0O 1993/02/28)
dangerz	OK	28.0	cinematronics/leland.cpp	-	mame4all	Danger Zone (rev 2)
kickridr	OK	28.0	universal/docastle.cpp	-	mame4all	Kick Rider
paperboy	OK	28.0	atari/atarisy2.cpp	-	mame4all	Paperboy (rev 3)
progolf	OK	28.0	dataeast/progolf.cpp	-	-	18 Holes Pro Golf (set 1)
bejpoker	OK	27.9	misc/miniboy7.cpp	-	-	Bonanza's Joker Poker
dorunrun	OK	27.9	universal/docastle.cpp	-	mame4all	Do! Run Run (set 1)
dbz	OK	27.8	konami/dbz.cpp	-	-	Dragon Ball Z (rev B)
wseries	OK	27.8	cinematronics/leland.cpp	-	mame4all	World Series: The Season (rev 1)
barekch	OK	27.7	sega/megadriv_acbl.cpp	-	-	Bare Knuckle (scrambled bootleg of Mega Drive version)
cleopatr	OK	27.7	taito/taito_f3.cpp	-	-	Cleopatra Fortune (Ver 2.1J 1996/09/05)
gundamex	OK	27.7	seta/seta2.cpp	-	-	Mobile Suit Gundam EX Revue
mlanding	OK	27.7	taito/mlanding.cpp	-	-	Midnight Landing (Germany)
toobin	OK	27.7	atari/toobin.cpp	-	mame4all	Toobin' (rev 3)
scfinals	OK	27.6	taito/taito_f3.cpp	-	-	Super Cup Finals (Ver 2.2O 1994/01/13, single PCB)
guardian	OK	27.5	atari/atarig42.cpp	-	-	Guardians of the 'Hood
powrplay	OK	27.5	cinematronics/leland.cpp	-	mame4all	Power Play
spider	OK	27.5	edevices/twins.cpp	-	-	Spider (Buena Vision, without nudity)
spnchout	OK	27.5	nintendo/punchout.cpp	-	mame4all	Super Punch-Out!! (Rev B)
arcadian	OK	27.4	nmk/nmk16.cpp	-	mame4all	Arcadia (NMK)
captflag	OK	27.4	jaleco/scudhamm.cpp	-	-	Captain Flag (Japan)
hvoltage	OK	27.4	alpha/splendor.cpp	-	-	High Voltage
lastsurv	OK	27.3	sega/segaxbd.cpp	-	-	Last Survivor (Japan) (FD1094 317-0083)
ripcord	OK	27.3	exidy/circus.cpp	-	mame4all	Rip Cord
bssoccer	OK	27.1	suna/suna16.cpp	-	-	Back Street Soccer (KRB-0031 PCB)
drgnwrld	OK	27.1	igs/igs011.cpp	-	-	Dragon World (World, V040O)
exterm	OK	27.1	gottlieb/exterm.cpp	-	mame4all	Exterminator
fredmem	OK	27.1	misc/dcheese.cpp	-	-	Fred Flintstone's Memory Match (World?, Ticket version, 3/17/95)
asterix	OK	26.9	konami/asterix.cpp	-	-	Asterix (ver EAD)
strkzone	OK	26.9	cinematronics/leland.cpp	-	mame4all	Strike Zone Baseball
aburner2	OK	26.8	sega/segaxbd.cpp	-	-	After Burner II (VER 2.00, deluxe/upright)
pachifev	OK	26.7	misc/pachifev.cpp	-	-	Pachifever
steeltal	OK	26.7	atari/harddriv.cpp	-	-	Steel Talons (rev 2)
dcheese	OK	26.6	misc/dcheese.cpp	-	-	Double Cheese
kickgoal	OK	26.6	tch/kickgoal.cpp	-	-	Kick Goal (set 1)
myangel	OK	26.6	seta/seta2.cpp	-	-	Kosodate Quiz My Angel (Japan)
rchase	OK	26.6	sega/segaybd.cpp	-	-	Rail Chase (World)
spinlbrk	OK	26.6	vsystem/pspikes.cpp	-	mame4all	Spinal Breakers (World)
vscaptfl	OK	26.6	jaleco/scudhamm.cpp	-	-	Vs. Super Captain Flag (Japan)
arabianm	OK	26.5	taito/taito_f3.cpp	-	-	Arabian Magic (Ver 1.0O 1992/07/06)
changela	OK	26.5	taito/changela.cpp	-	-	Change Lanes
idsoccer	OK	26.5	universal/docastle.cpp	-	mame4all	Indoor Soccer (set 1)
dokyusp	OK	26.4	metro/metro.cpp	-	-	Mahjong Doukyuusei Special (Japan)
subroc3d	OK	26.4	sega/turbo.cpp	-	mame4all	Subroc-3D
vshoot	OK	26.4	namco/namconb1.cpp	-	-	J-League Soccer V-Shoot (Japan)
pignewt	OK	26.3	sega/segag80r.cpp	-	mame4all	Pig Newton (version C)
quasar	OK	26.3	zaccaria/quasar.cpp	-	-	Quasar (set 1)
nitrobal	OK	26.2	dataeast/rohga.cpp	-	-	Nitro Ball (World, set 1)
enforce	OK	26.1	taito/taito_z.cpp	-	-	Enforce (World)
solarwar	OK	26.1	atari/videopin.cpp	-	mame4all	Solar War
aquajack	OK	26.0	taito/taito_z.cpp	-	-	Aqua Jack (World)
loffire	OK	25.9	sega/segaxbd.cpp	-	-	Line of Fire / Bakudan Yarou (World) (FD1094 317-0136)
xtheball	OK	25.9	rare/xtheball.cpp	-	-	X the Ball
mk3mdb	OK	25.8	sega/megadriv_acbl.cpp	-	-	Mortal Kombat 3 (scrambled bootleg of Mega Drive version)
airrace	OK	25.7	atari/atarisy4.cpp	-	-	Air Race (prototype)
meosism	OK	25.7	seta/ssv.cpp	-	-	Meosis Magic (Japan)
brickzn	OK	25.6	suna/suna8.cpp	-	mame4all	Brick Zone (v6.0, Joystick)
cecmatch	OK	25.6	misc/dcheese.cpp	-	-	ChuckECheese's Match Game
deadang	OK	25.6	seibu/deadang.cpp	-	-	Dead Angle
bigfight	OK	25.4	tatsumi/cyclwarr.cpp	-	-	Big Fight - Big Trouble In The Atlantic Ocean
popper	OK	25.4	omori/popper.cpp	-	-	Popper
contcirc	OK	25.3	taito/taito_z.cpp	-	-	Continental Circus (World)
kothello	OK	25.3	sunelectronics/shanghai.cpp	-	mame4all	Kyuukyoku no Othello
gsword	OK	25.1	taito/gsword.cpp	-	mame4all	Great Swordsman (World?)
segajw	OK	25.1	sega/segajw.cpp	-	-	Joker's Wild (Rev. B)
tank8	OK	25.0	atari/tank8.cpp	-	-	Tank 8 (set 1)
dazzler	OK	24.9	misc/cvs.cpp	-	-	Dazzler
shougi2	OK	24.9	alpha/shougi.cpp	-	-	Shougi Part II
dblaxle	OK	24.8	taito/taito_z.cpp	-	-	Double Axle (US, Rev 1, set 1)
galaxia	OK	24.8	zaccaria/galaxia.cpp	-	-	Galaxia (set 1)
ridingf	OK	24.6	taito/taito_f3.cpp	-	-	Riding Fight (Ver 1.0O)
lottof2	OK	24.5	misc/dcheese.cpp	-	-	Lotto Fun 2
shougi	OK	24.5	alpha/shougi.cpp	-	-	Shougi
gseeker	OK	24.4	taito/taito_f3.cpp	-	-	Grid Seeker: Project Storm Hammer (Ver 1.3O)
wallst	OK	24.3	misc/cvs.cpp	-	-	Wall Street
xenophob	OK	24.3	bally/mcr68.cpp	-	mame4all	Xenophobe
commandw	OK	24.2	taito/taito_f3.cpp	-	-	Command War - Super Special Battle & War Game (Ver 0.0J, prototype)
slapshot	OK	24.2	taito/slapshot.cpp	-	-	Slap Shot (Ver 3.0 O)
arkretrn	OK	23.9	taito/taito_f3.cpp	-	-	Arkanoid Returns (Ver 2.02O 1997/02/10)
blasted	OK	23.9	bally/mcr68.cpp	-	mame4all	Blasted
gunlock	OK	23.9	taito/taito_f3.cpp	-	-	Gunlock (Ver 2.3O 1994/01/20)
hiimpact	OK	23.9	williams/midyunit.cpp	-	mame4all	High Impact Football (rev LA5 02/15/91)
srmp4	OK	23.9	seta/ssv.cpp	-	-	Super Real Mahjong PIV (Japan)
gforce2	OK	23.8	sega/segaybd.cpp	-	-	Galaxy Force 2
mayhem	OK	23.8	cinematronics/leland.cpp	-	mame4all	Mayhem 2002
strkforc	OK	23.8	williams/midyunit.cpp	-	mame4all	Strike Force (rev 1 02/25/91)
tetrisp	OK	23.8	jaleco/ms32.cpp	-	-	Tetris Plus (ver 1.0)
spbactn	OK	23.6	tecmo/spbactn.cpp	-	-	Super Pinball Action (US)
strkfgtr	OK	23.6	sega/segaybd.cpp	-	-	Strike Fighter (World)
bubblem	OK	23.5	taito/taito_f3.cpp	-	-	Bubble Memories: The Story Of Bubble Bobble III (Ver 2.4O 1996/02/15)
logger	OK	23.4	misc/cvs.cpp	-	-	Logger (Rev.3)
pdrift	OK	23.4	sega/segaybd.cpp	-	-	Power Drift (World, Rev A)
sminiboy	OK	23.4	misc/miniboy7.cpp	-	-	Super Mini-Boy
amspdwy	OK	23.3	misc/amspdwy.cpp	-	-	American Speedway (set 1)
gloc	OK	23.3	sega/segaybd.cpp	-	-	G-LOC Air Battle (World)
popnpop	OK	23.3	taito/taito_f3.cpp	-	-	Pop'n Pop (Ver 2.07O 1998/02/09)
ringrage	OK	23.3	taito/taito_f3.cpp	-	-	Ring Rage (Ver 2.3O 1992/08/09)
hunchbak	OK	23.2	misc/cvs.cpp	-	-	Hunchback (set 1)
sharrier	OK	23.2	sega/segahang.cpp	-	mame4all	Space Harrier (Rev A, 8751 315-5163A)
tomcat	OK	23.2	atari/tomcat.cpp	-	-	TomCat (prototype)
crazyfgt	OK	23.1	seta/seta.cpp	-	mame4all	Crazy Fight
tcobra2	OK	23.1	taito/taito_f3.cpp	-	-	Twin Cobra II (Ver 2.1O 1995/11/30)
denseib	OK	23.0	nintendo/snesb.cpp	-	-	Ghost Chaser Densei (SNES bootleg, set 1)
huncholy	OK	23.0	misc/cvs.cpp	-	-	Hunchback Olympic
goldbug	OK	22.9	misc/cvs.cpp	-	-	Gold Bug
jedi	OK	22.9	atari/jedi.cpp	-	mame4all	Return of the Jedi
cosmos	OK	22.8	misc/cvs.cpp	-	-	Cosmos
ataxx	OK	22.7	cinematronics/leland.cpp	-	mame4all	Ataxx (rev 5)
mouja	OK	22.7	metro/metro.cpp	-	-	Mouja (Japan)
spacedx	OK	22.7	taito/taito_b.cpp	-	mame4all	Space Invaders DX (US, v2.1)
superbik	OK	22.7	misc/cvs.cpp	-	-	Superbike
btoads	OK	22.6	rare/btoads.cpp	-	-	Battletoads
trog	OK	22.6	williams/midyunit.cpp	-	mame4all	Trog (rev LA5 3/29/91)
gt98	OK	22.5	itech/itech32.cpp	-	-	Golden Tee '98 (v1.10)
hero	OK	22.5	misc/cvs.cpp	-	-	Hero
radarzon	OK	22.5	misc/cvs.cpp	-	-	Radar Zone
balcube	OK	22.4	metro/metro.cpp	-	-	Bal Cube (Japan)
barata	OK	22.4	matic/barata.cpp	-	-	Dona Barata (early prototype)
failgate	OK	22.4	seibu/airraid.cpp	-	-	Fail Gate
heartatk	OK	22.4	misc/cvs.cpp	-	-	Heart Attack
tbyahhoo	OK	22.4	konami/konamigx.cpp	-	-	Twin Bee Yahhoo! (ver JAA)
topspeed	OK	22.4	taito/topspeed.cpp	-	-	Top Speed (World, rev 1)
gt99	OK	22.3	itech/itech32.cpp	-	-	Golden Tee '99 (v1.00)
msgogo	OK	22.3	metro/metro.cpp	-	-	Mouse Shooter GoGo
raiders	OK	22.3	misc/cvs.cpp	-	-	Raiders
darkwar	OK	22.2	misc/cvs.cpp	-	-	Dark Warrior
diggerc	OK	22.2	misc/cvs.cpp	-	-	Digger (CVS)
elvactr	OK	22.2	taito/taito_f3.cpp	-	-	Elevator Action Returns (Ver 2.2O 1995/02/20)
pbobble4	OK	22.2	taito/taito_f3.cpp	-	-	Puzzle Bobble 4 (Ver 2.04O 1997/12/19)
spdodgeb	OK	22.2	technos/spdodgeb.cpp	-	-	Super Dodge Ball (US)
botss	OK	22.1	misc/micro3d.cpp	-	-	Battle of the Solar System (rev. 1.1a 7/23/92)
kas89	OK	22.1	misc/kas89.cpp	-	-	Kasino '89
landmakr	OK	22.1	taito/taito_f3.cpp	-	-	Land Maker (Ver 2.02O 1998/06/02)
8ball	OK	22.0	misc/cvs.cpp	-	-	Video Eight Ball
parentj	OK	22.0	taito/taito_o.cpp	-	-	Parent Jack (Japan)
ssprint	OK	22.0	atari/atarisy2.cpp	-	mame4all	Super Sprint (rev 4)
pbobble2	OK	21.9	taito/taito_f3.cpp	-	-	Puzzle Bobble 2 (Ver 2.3O 1995/07/31)
spacegun	OK	21.9	taito/taito_z.cpp	-	-	Space Gun (World)
spclords	OK	21.9	atari/atarigx2.cpp	-	-	Space Lords (rev C)
sshangha	OK	21.9	dataeast/sshangha.cpp	-	-	Super Shanghai Dragon's Eye (World)
tx1	OK	21.9	tatsumi/tx1.cpp	-	-	TX-1 (World)
gt2k	OK	21.8	itech/itech32.cpp	-	-	Golden Tee 2K (v1.00)
qb3	OK	21.8	cinematronics/cinemat.cpp	-	mame4all	QB-3 (prototype)
grchamp	OK	21.7	taito/grchamp.cpp	-	-	Grand Champion (set 1)
gt97	OK	21.7	itech/itech32.cpp	-	-	Golden Tee '97 (v1.30)
pbobble3	OK	21.7	taito/taito_f3.cpp	-	-	Puzzle Bobble 3 (Ver 2.1O 1996/09/27)
samuraia	OK	21.7	psikyo/psikyo.cpp	-	mame4all	Samurai Aces (World)
brutforc	OK	21.6	cinematronics/leland.cpp	-	mame4all	Brute Force
eibise	OK	21.6	taito/taito_o.cpp	-	-	Eibise (Japan)
speakres	OK	21.5	sunelectronics/route16.cpp	-	mame4all	Speak & Rescue
tankbatl	OK	21.5	misc/micro3d.cpp	-	-	Tank Battle (prototype rev. 4/21/92)
gtclassc	OK	21.4	itech/itech32.cpp	-	-	Golden Tee Classic (v1.00)
csprint	OK	21.2	atari/atarisy2.cpp	-	mame4all	Championship Sprint (rev 3)
dariusg	OK	21.2	taito/taito_f3.cpp	-	-	Darius Gaiden - Silver Hawk (Ver 2.5O 1994/09/19)
lockon	OK	21.2	tatsumi/lockon.cpp	-	-	Lock-On (rev. E)
stankatk	OK	21.1	misc/micro3d.cpp	-	-	Super Tank Attack (prototype rev. 1.12)
toride2g	OK	21.1	metro/metro.cpp	-	-	Toride II Adauchi Gaiden (Japan)
trstar	OK	21.1	taito/taito_f3.cpp	-	-	Top Ranking Stars (Ver 2.1O 1993/05/21) (New Version)
ptblank	OK	21.0	namco/namconb1.cpp	-	-	Point Blank (World, GN2 Rev B, set 1)
totcarn	OK	21.0	williams/midyunit.cpp	-	mame4all	Total Carnage (rev LA1 03/10/92)
dariusgx	OK	20.9	taito/taito_f3.cpp	-	-	Darius Gaiden - Silver Hawk Extra Version (Ver 2.7J 1995/03/06) (Official Hack)
dharma	OK	20.9	metro/metro.cpp	-	-	Dharma Doujou
hydra	OK	20.9	atari/atarig1.cpp	-	mame4all	Hydra
pururun	OK	20.9	metro/metro.cpp	-	-	Pururun (Japan set 1)
bangball	OK	20.8	metro/metro.cpp	-	-	Bang Bang Ball (v1.05)
dribling	OK	20.8	modelracing/dribling.cpp	-	-	Dribbling (set 1)
gekiridn	OK	20.8	taito/taito_f3.cpp	-	-	Gekirindan (Ver 2.3O 1995/09/21)
harddriv	OK	20.8	atari/harddriv.cpp	-	-	Hard Drivin' (cockpit, rev 7)
qtheater	OK	20.8	taito/taito_f3.cpp	-	-	Quiz Theater - 3tsu no Monogatari (Ver 2.3J 1994/11/10)
asylum	OK	20.7	cinematronics/leland.cpp	-	mame4all	Asylum (prototype)
barek2ch	OK	20.7	sega/megadriv_acbl.cpp	-	-	Bare Knuckle II (scrambled bootleg of Mega Drive version)
flower	OK	20.7	misc/flower.cpp	-	-	Flower (US)
indyheat	OK	20.7	cinematronics/leland.cpp	-	mame4all	Danny Sullivan's Indy Heat (rev 1)
thndrbld	OK	20.7	sega/segaxbd.cpp	-	-	Thunder Blade (upright) (FD1094 317-0056)
stmblade	OK	20.6	seta/ssv.cpp	-	-	Storm Blade (US)
xexex	OK	20.6	konami/xexex.cpp	-	-	Xexex (ver EAA)
hayaosi2	OK	20.5	jaleco/ms32.cpp	-	-	Hayaoshi Quiz Grand Champion Taikai
btlkroad	OK	20.3	psikyo/psikyo.cpp	-	mame4all	Battle K-Road
gt3d	OK	20.3	itech/itech32.cpp	-	-	Golden Tee 3D Golf (v1.93N)
gunbird	OK	20.3	psikyo/psikyo.cpp	-	mame4all	Gunbird (World)
sotsugyo	OK	20.3	dataeast/funkyjet.cpp	-	-	Sotsugyo Shousho (Japan)
drivedge	OK	20.2	itech/itech32.cpp	-	-	Driver's Edge (v1.6)
play2000	OK	20.2	gaelco/gaelco2.cpp	-	-	Play 2000 (Super Slot & Gran Tesoro) (v7.0i) (Italy)
sraider	OK	20.2	universal/sraider.cpp	-	-	Space Raider
buckrog	OK	20.1	sega/turbo.cpp	-	mame4all	Buck Rogers: Planet of Zoom
f15se	OK	20.0	misc/micro3d.cpp	-	-	F-15 Strike Eagle (rev. 2.2 02/25/91, 29K ver. 3.1f)
gunmast	OK	20.0	metro/metro.cpp	-	-	Gun Master
ghox	OK	19.9	toaplan/ghox.cpp	-	mame4all	Ghox (spinner)
tinv2650	OK	19.9	zaccaria/zac1b1120.cpp	-	-	The Invaders
wsf	OK	19.9	cinematronics/leland.cpp	-	mame4all	World Soccer Finals (rev 4)
topshoot	OK	19.8	sega/megadriv_sunmix.cpp	-	-	Top Shooter
f1lap	OK	19.7	sega/segas32.cpp	-	-	F1 Super Lap (World)
hvysmsh	OK	19.7	dataeast/hvysmsh.cpp	-	-	Heavy Smash (Europe version -2, 1993/06/30)
jclub2v112	OK	19.7	seta/jclub2.cpp	-	-	Jockey Club II (v1.12X, older hardware)
